大数据开发工程师（Spark）,25-35K,上海·虹口区·四川北路,3-5年,甜橙金融,Java Spark Hive 计算机相关专业 大数据开发经验,年终奖，餐补，带薪年假，节日福利，交通补助，通讯补贴，补充医疗保险，定期体检，五险一金
大数据ETL工程师,15-30K·13薪,北京·海淀区·上地,3-5年,仰联信通,大数据平台 数据建模 ETL 数据仓库,通讯补贴，带薪年假，年终奖，餐补，五险一金，节日福利，零食下午茶
大数据ETL工程师,6-9K,郑州·管城回族区·东大街,1-3年,盛和科技,Shell MySQL/Oracle/DB2 计算机相关专业 大数据开发经验,五险一金，补充医疗保险，加班补助
大数据,25-50K,北京·朝阳区·朝外,10年以上,巽上科技,数据仓库 分布式技术 网络爬虫技术 Hadoop Spark 数据库开发 数据挖掘,补充医疗保险，定期体检，五险一金，加班补助
ETL工程师-大数据-区块链,20-40K,上海·长宁区·周家桥,1-3年,凤虎宙思,ETL sql 数据仓库,带薪年假，员工旅游，股票期权，零食下午茶，节日福利，五险一金
云计算大数据产品SRE工程师,40-70K·15薪,北京·海淀区·双榆树,经验不限,今日头条,大数据运维经验 运维开发经验,带薪年假，补充医疗保险，定期体检，家庭关爱假，餐补，就近租房补贴，零食下午茶，交通补助，免费健身设施，意外险，年终奖，五险一金，弹性工作制，餐饮及下午茶，股票期权，家属自选保险，节日礼品，团建聚餐，法定节假日三薪，年度体检
大数据etl开发工程师,25-30K,上海·长宁区·中山公园,3-5年,Wargaming,MySQL/Oracle/DB2 Python Tableau/Power BI ETL设计/开发经验,员工旅游，年终奖，五险一金，生日福利，定期体检，节日福利，带薪年假，补充医疗保险，零食下午茶
大数据-ETL开发 数仓建设,15-30K·15薪,北京,3-5年,数据空间研究院,Hive Spark,节假日加班费，带薪年假，生日福利，绩效奖金，法定节假日三薪，年终奖，工龄奖，餐补，高温补贴，节日福利，定期体检，意外险，五险一金
大数据开发,20-40K·13薪,北京·朝阳区·百子湾,3-5年,热汗科技,Java Spark Storm 大数据开发经验 数仓建设经验,五险一金，股票期权，带薪年假
大数据讲师,120-150元/时,上海·虹口区·四川北路,经验不限,锐格软件,Java Spark Hbase 计算机相关专业 大数据开发经验 数仓建设经验,零食下午茶，餐补，年终奖，员工旅游，带薪年假，五险一金，交通补助，通讯补贴
大数据开发,8-13K,石家庄,经验不限,企乐网,Java HIVE Spark Kafka Hadoop Flink,五险，带薪年假，节日福利
大数据开发,9-14K·13薪,长沙·岳麓区·岳麓大学城,3-5年,长沙视盟,数据开发 数据挖掘 数据架构师 数据分析 Hadoop Spark Flink 大数据,餐补，五险一金，通讯补贴，交通补助，年终奖，节日福利，零食下午茶
大数据专家,30-55K·16薪,上海,5-10年,菜鸟网络,数仓设计/开发经验 数据建模经验 金融行业数据相关经验,股票期权，补充医疗保险，五险一金，员工旅游，餐补，定期体检，包吃，年终奖，免费班车，带薪年假
大数据开发,30-50K·15薪,北京·朝阳区·望京,1-3年,美团网,SQL Spark Flink 计算机相关专业 大数据开发经验 数仓建设经验,意外险，有无线网，交通补助，底薪加提成，法定节假日三薪，带薪年假，零食下午茶，团建聚餐，工龄奖，五险一金，住房补贴，员工旅游，生日福利，宿舍有空调，年终奖，节日福利，餐补，全勤奖，高温补贴，绩效奖金
大数据文员,100-130元/天,新余·渝水区·喜盈门·范城购物中心,7天/周,江西云百讯,全职工作 数据标注 图片标注 文本标注 接受加班,绩效奖金，保底工资，底薪加提成，住房补贴，节日福利，五险一金，意外险，加班补助，宿舍有空调，包住
大数据销售,5-10K,青岛·黄岛区·保税区,经验不限,山东隆众,企业（To B） 其他产品/服务 企业服务 互联网/科技 客户邀约 客户签约 售后服务 电话销售经验,补充医疗保险，带薪年假，节日福利，五险一金，年终奖，员工旅游
大数据开发,18-30K·13薪,上海·静安区·南京西路,3-5年,谷武0,Java SQL Flink 计算机相关专业 大数据开发经验 数仓建设经验 搜索推荐 实时/离线业务 数据接口,年终奖，带薪年假，补充医疗保险，定期体检，五险一金
大数据总监,30-60K,杭州·西湖区·翠苑,5-10年,福鼎全,数据处理 数据架构 数据挖掘,五险一金，定期体检
大数据讲师,18-25K·13薪,深圳·宝安区·新安,3-5年,睿至信息,Hadoop HIVE SQL,
大数据运营,3-8K,淄博·张店区·大润发,经验不限,微源数据服务有限公司,大数据 电商 社区类产品 社交类产品 媒体类产品,全勤奖，员工旅游，五险一金，绩效奖金，团建聚餐，带薪年假，零食下午茶，底薪加提成，年终奖
大数据开发,12-15K·13薪,上海·浦东新区·曹路,1-3年,橘彩网络,SQL Hive Spark 大数据开发经验 HDFS、YARN Linux MongoDB,
大数据leader,40-70K·16薪,杭州·西湖区·文二路,经验不限,腾讯,Java Scala Spring 分布式技术 深度学习算法 大数据 支付,团建聚餐，节日福利，免费早晚餐，五险一金，住房补贴，带薪年假，员工旅游，年终奖，补充医疗保险，通讯补贴，餐补，免费班车，交通补助，免费健身房，零食下午茶，包吃，定期体检，Q 米，股票期权，公仔周边活动
大数据开发,11-20K,天津·滨海新区·泰达MSD,3-5年,城市花园,Java SQL Scala HIVE Spark Kafka Hbase,五险一金，零食下午茶，定期体检，全勤奖，餐补，股票期权，加班补助，带薪年假，交通补助，年终奖，员工旅游，节日福利，住房补贴，通讯补贴
大数据开发,12-20K,北京·朝阳区·来广营,3-5年,中科软,Hive Kafka Hbase 计算机相关专业 大数据开发经验 数仓建设经验,零食下午茶，团队氛围好，带薪年假，加班补助，五险一金，节日福利，定期体检，餐补，年终奖，员工旅游
大数据运维,20-35K,北京·丰台区·科技园区,10年以上,傲林科技,运维开发/DevOps Python/Shell Redis 运维经验 运维开发经验 大数据运维经验,股票期权，年终奖，餐补，交通补助，节日福利，员工旅游，五险一金，定期体检，通讯补贴，零食下午茶，带薪年假
大数据架构,30-55K·15薪,上海·浦东新区·张江,5-10年,九米,Spark Kafka Storm Flume Impala Oozie Hbase 大数据架构,
计算机类 英文学术期刊助理编辑,12-17K,南京·江宁区·百家湖,经验不限,曼迪匹艾,计算机科学与技术 软件工程 网络工程 信息安全 物联网工程 数字媒体技术 空间信息与数字技术,带薪年假，六险一金，定期体检，节日福利，零食下午茶，年终奖
计算机,4-6K,石家庄·鹿泉区·龙泉花园,1-3年,教联中等专业学校,班主任,
计算机网络,3-5K,亳州,1-3年,广海科技,公司线上的制作与维护,
计算机老师,3-5K,运城·盐湖区·空港,1-3年,山西华美,全职 私立学校 线下教育 坐班,
计算机技术员,4-8K·13薪,泉州·鲤城区·丰泽街,1年以内,赫兹办公,售前/售后技术支持,年终奖，高温补贴，底薪加提成，全勤奖，意外险，生日福利，绩效奖金，带薪年假
计算机技术员,3-7K,韶关·乳源瑶族自治县·乳源瑶族自治县中心城区,经验不限,乳源瑶族自治县民...,企业内部IT技术支持 计算机/通信相关专业,
计算机技术员,3-6K,淄博·临淄区·齐陵,经验不限,百辉商贸,网络运维 计算机软件 网络设备 网络安全,
计算机专员,3-5K,芜湖·鸠江区·东部星城,1-3年,和爱大药房,企业内部IT技术支持 计算机/通信相关专业 售后支持/客户响应经验 售前支持/技术咨询经验,团建聚餐，免费班车，工龄奖，年终奖，夜班补助，节假日加班费，全勤奖，交通补助，保底工资，餐补，加班补助，免费工装，高温补贴，员工旅游，住房补贴，五险一金，生日福利，宿舍有空调，绩效奖金
计算机教师,4-5K,荆门·东宝区·中天街,1-3年,荆门宏博,教师资格证 计算机 设计,五险，年终奖，包吃，节日福利，员工旅游
计算机教员,5-8K,秦皇岛·山海关区·山海关,1-3年,博易科技,JavaScript CSS HTML,定期体检，员工旅游，节日福利，通讯补贴，股票期权
计算机老师,2-3K,临汾,经验不限,洪洞新博学,高中教育 全职,
计算机老师,5-6K,滨州,1-3年,愉悦家纺,线下授课 全职 IT培训,加班补助，五险一金，餐补，全勤奖，定期体检，年终奖，节日福利，带薪年假
计算机网络,10-15K,南通,5-10年,江苏跨世纪智能科技,计算机/网络系统工程师 计算机相关专业 系统建设/运维经验 网络安全相关经验 系统集成项目管理工程师 网络运维 智能化项目经理,加班补助，团建聚餐，员工旅游，定期体检，年终奖，有无线网，五险一金
计算机老师,3-8K,温州·平阳县·昆阳,1年以内,乐之培训学校,计算机教育,五险一金，全勤奖，底薪加提成，团建聚餐，工龄奖，保底工资，法定节假日三薪，餐补，节假日加班费，节日福利，加班补助，零食下午茶，带薪年假
计算机软件开发,8-13K,马鞍山·雨山区·华润苏果,1-3年,港瑞,C# C++,绩效奖金，工龄奖，年终奖，五险，定期体检
计算机编程老师,8-9K,乌鲁木齐·天山区·红山路,经验不限,易昕达教育,教师 初中教育,
计算机专业老师,4-6K,上饶,经验不限,江西灿达教育科技,高中教育 线下授课 教师资格证(中职) 教师资格证(高中) 普通话水平证书 坐班 全职,
计算机操作员,3-5K,石家庄·桥西区·维明,经验不限,乐坤,计算机操作,年终奖，全勤奖，加班补助，餐补，员工旅游，带薪年假
计算机管理员,8-10K,北京·大兴区·旧宫,1-3年,北京天赢测控,安全运维和保障 计算机/信息安全相关专业 安全运维经验,五险一金，全勤奖，定期体检，员工旅游，加班补助，零食下午茶，带薪年假
计算机维修,5-6K·14薪,盐城·亭湖区·建军中路,1-3年,宁波思创莱恩,维修 计算机硬件 实施,节日福利，全勤奖，年终奖，交通补助，通讯补贴，五险一金，补充医疗保险，带薪年假
计算机教师,4-8K,信阳,经验不限,信阳经贸职业学校,全职 私立学校 线下教育 线上教育 坐班 大班教学（25人以上） 中学生,
计算机文员,3-5K,太原,经验不限,安泰鑫,文案撰写,
计算机老师,2-7K,平顶山·汝州市·名吃一条街,1-3年,智学科技,乐高 小班教学（3-25人） 教研 培训机构 不坐班 线下教育 兼职 学前儿童/小学生 小学教育 全职,五险一金，加班补助，员工旅游，全勤奖，节日福利，通讯补贴
计算机技术员,100-130元/天,南宁,6天/周,南宁市卓晟办公耗...,Windows IT服务 计算机软件 网络交换技术 服务器配置 桌面运维,
计算机操作员,4-5K,东莞,经验不限,维诗,包吃包住 年终奖 带薪培训 全职,员工旅游，餐补，住房补贴，全勤奖，零食下午茶，包吃，加班补助，年终奖
计算机维护工程师,7-9K,上海·静安区·大宁,3-5年,泓讯通信,桌面运维 网络运维 系统运维 计算机相关专业 运维经验 网络安全相关经验,
计算机系统管理员,5-6K,广州·花都区·狮岭,1-3年,迈特蒂皮具有限公司,大数据运维经验,保底工资，年终奖，五险一金
计算机维护工程师,3-5K·13薪,珠海·金湾区·三灶,在校/应届,盛道,桌面运维 系统运维 机房运维,
计算机网络工程师,150-200元/天,上海·浦东新区·临港,5天/周,上海左旗,故障处理 交换机配置 路由器配置,
计算机电脑维修人员,6-8K,天津·津南区·小站,经验不限,石现凯轩,网络维护 IT技术支持经验 售前/售后技术支持 听力残疾 轻度/中度听力残疾 弱电施工 售前支持/技术咨询经验 电脑维修 售后支持/客户响应经验,五险一金
"{'job_name': '计算机类 英文学术期刊助理编辑', 'job_salary': '12-17K', 'company_name': '曼迪匹艾', 'job_exp': '经验不限', 'job_address': '南京·江宁区·百家湖', 'welfare': '带薪年假，六险一金，定期体检，节日福利，零食下午茶，年终奖', 'demand': '计算机科学与技术 软件工程 网络工程 信息安全 物联网工程 数字媒体技术 空间信息与数字技术'}"
"{'job_name': '计算机网络', 'job_salary': '3-5K', 'company_name': '广海科技', 'job_exp': '1-3年', 'job_address': '亳州', 'welfare': '', 'demand': '公司线上的制作与维护'}","{'job_name': '计算机网络', 'job_salary': '3-5K', 'company_name': '广海科技', 'job_exp': '1-3年', 'job_address': '亳州', 'welfare': '', 'demand': '公司线上的制作与维护'}"
"{'job_name': '计算机老师', 'job_salary': '3-5K', 'company_name': '山西华美', 'job_exp': '1-3年', 'job_address': '运城·盐湖区·空港', 'welfare': '', 'demand': '全职 私立学校 线下教育 坐班'}","{'job_name': '计算机老师', 'job_salary': '3-5K', 'company_name': '山西华美', 'job_exp': '1-3年', 'job_address': '运城·盐湖区·空港', 'welfare': '', 'demand': '全职 私立学校 线下教育 坐班'}","{'job_name': '计算机老师', 'job_salary': '3-5K', 'company_name': '山西华美', 'job_exp': '1-3年', 'job_address': '运城·盐湖区·空港', 'welfare': '', 'demand': '全职 私立学校 线下教育 坐班'}"
"{'job_name': '计算机技术员', 'job_salary': '4-8K·13薪', 'company_name': '赫兹办公', 'job_exp': '1年以内', 'job_address': '泉州·鲤城区·丰泽街', 'welfare': '年终奖，高温补贴，底薪加提成，全勤奖，意外险，生日福利，绩效奖金，带薪年假', 'demand': '售前/售后技术支持'}","{'job_name': '计算机技术员', 'job_salary': '4-8K·13薪', 'company_name': '赫兹办公', 'job_exp': '1年以内', 'job_address': '泉州·鲤城区·丰泽街', 'welfare': '年终奖，高温补贴，底薪加提成，全勤奖，意外险，生日福利，绩效奖金，带薪年假', 'demand': '售前/售后技术支持'}","{'job_name': '计算机技术员', 'job_salary': '4-8K·13薪', 'company_name': '赫兹办公', 'job_exp': '1年以内', 'job_address': '泉州·鲤城区·丰泽街', 'welfare': '年终奖，高温补贴，底薪加提成，全勤奖，意外险，生日福利，绩效奖金，带薪年假', 'demand': '售前/售后技术支持'}","{'job_name': '计算机技术员', 'job_salary': '4-8K·13薪', 'company_name': '赫兹办公', 'job_exp': '1年以内', 'job_address': '泉州·鲤城区·丰泽街', 'welfare': '年终奖，高温补贴，底薪加提成，全勤奖，意外险，生日福利，绩效奖金，带薪年假', 'demand': '售前/售后技术支持'}"
"{'job_name': '计算机技术员', 'job_salary': '3-7K', 'company_name': '乳源瑶族自治县民...', 'job_exp': '经验不限', 'job_address': '韶关·乳源瑶族自治县·乳源瑶族自治县中心城区', 'welfare': '', 'demand': '企业内部IT技术支持 计算机/通信相关专业'}","{'job_name': '计算机技术员', 'job_salary': '3-7K', 'company_name': '乳源瑶族自治县民...', 'job_exp': '经验不限', 'job_address': '韶关·乳源瑶族自治县·乳源瑶族自治县中心城区', 'welfare': '', 'demand': '企业内部IT技术支持 计算机/通信相关专业'}","{'job_name': '计算机技术员', 'job_salary': '3-7K', 'company_name': '乳源瑶族自治县民...', 'job_exp': '经验不限', 'job_address': '韶关·乳源瑶族自治县·乳源瑶族自治县中心城区', 'welfare': '', 'demand': '企业内部IT技术支持 计算机/通信相关专业'}","{'job_name': '计算机技术员', 'job_salary': '3-7K', 'company_name': '乳源瑶族自治县民...', 'job_exp': '经验不限', 'job_address': '韶关·乳源瑶族自治县·乳源瑶族自治县中心城区', 'welfare': '', 'demand': '企业内部IT技术支持 计算机/通信相关专业'}","{'job_name': '计算机技术员', 'job_salary': '3-7K', 'company_name': '乳源瑶族自治县民...', 'job_exp': '经验不限', 'job_address': '韶关·乳源瑶族自治县·乳源瑶族自治县中心城区', 'welfare': '', 'demand': '企业内部IT技术支持 计算机/通信相关专业'}"
"{'job_name': '计算机技术员', 'job_salary': '3-6K', 'company_name': '百辉商贸', 'job_exp': '经验不限', 'job_address': '淄博·临淄区·齐陵', 'welfare': '', 'demand': '网络运维 计算机软件 网络设备 网络安全'}","{'job_name': '计算机技术员', 'job_salary': '3-6K', 'company_name': '百辉商贸', 'job_exp': '经验不限', 'job_address': '淄博·临淄区·齐陵', 'welfare': '', 'demand': '网络运维 计算机软件 网络设备 网络安全'}","{'job_name': '计算机技术员', 'job_salary': '3-6K', 'company_name': '百辉商贸', 'job_exp': '经验不限', 'job_address': '淄博·临淄区·齐陵', 'welfare': '', 'demand': '网络运维 计算机软件 网络设备 网络安全'}","{'job_name': '计算机技术员', 'job_salary': '3-6K', 'company_name': '百辉商贸', 'job_exp': '经验不限', 'job_address': '淄博·临淄区·齐陵', 'welfare': '', 'demand': '网络运维 计算机软件 网络设备 网络安全'}","{'job_name': '计算机技术员', 'job_salary': '3-6K', 'company_name': '百辉商贸', 'job_exp': '经验不限', 'job_address': '淄博·临淄区·齐陵', 'welfare': '', 'demand': '网络运维 计算机软件 网络设备 网络安全'}","{'job_name': '计算机技术员', 'job_salary': '3-6K', 'company_name': '百辉商贸', 'job_exp': '经验不限', 'job_address': '淄博·临淄区·齐陵', 'welfare': '', 'demand': '网络运维 计算机软件 网络设备 网络安全'}"
"{'job_name': '计算机', 'job_salary': '4-6K', 'company_name': '教联中等专业学校', 'job_exp': '1-3年', 'job_address': '石家庄·鹿泉区·龙泉花园', 'welfare': '', 'demand': '班主任'}","{'job_name': '计算机', 'job_salary': '4-6K', 'company_name': '教联中等专业学校', 'job_exp': '1-3年', 'job_address': '石家庄·鹿泉区·龙泉花园', 'welfare': '', 'demand': '班主任'}","{'job_name': '计算机', 'job_salary': '4-6K', 'company_name': '教联中等专业学校', 'job_exp': '1-3年', 'job_address': '石家庄·鹿泉区·龙泉花园', 'welfare': '', 'demand': '班主任'}","{'job_name': '计算机', 'job_salary': '4-6K', 'company_name': '教联中等专业学校', 'job_exp': '1-3年', 'job_address': '石家庄·鹿泉区·龙泉花园', 'welfare': '', 'demand': '班主任'}","{'job_name': '计算机', 'job_salary': '4-6K', 'company_name': '教联中等专业学校', 'job_exp': '1-3年', 'job_address': '石家庄·鹿泉区·龙泉花园', 'welfare': '', 'demand': '班主任'}","{'job_name': '计算机', 'job_salary': '4-6K', 'company_name': '教联中等专业学校', 'job_exp': '1-3年', 'job_address': '石家庄·鹿泉区·龙泉花园', 'welfare': '', 'demand': '班主任'}","{'job_name': '计算机', 'job_salary': '4-6K', 'company_name': '教联中等专业学校', 'job_exp': '1-3年', 'job_address': '石家庄·鹿泉区·龙泉花园', 'welfare': '', 'demand': '班主任'}"
"{'job_name': '计算机专员', 'job_salary': '3-5K', 'company_name': '和爱大药房', 'job_exp': '1-3年', 'job_address': '芜湖·鸠江区·东部星城', 'welfare': '团建聚餐，免费班车，工龄奖，年终奖，夜班补助，节假日加班费，全勤奖，交通补助，保底工资，餐补，加班补助，免费工装，高温补贴，员工旅游，住房补贴，五险一金，生日福利，宿舍有空调，绩效奖金', 'demand': '企业内部IT技术支持 计算机/通信相关专业 售后支持/客户响应经验 售前支持/技术咨询经验'}","{'job_name': '计算机专员', 'job_salary': '3-5K', 'company_name': '和爱大药房', 'job_exp': '1-3年', 'job_address': '芜湖·鸠江区·东部星城', 'welfare': '团建聚餐，免费班车，工龄奖，年终奖，夜班补助，节假日加班费，全勤奖，交通补助，保底工资，餐补，加班补助，免费工装，高温补贴，员工旅游，住房补贴，五险一金，生日福利，宿舍有空调，绩效奖金', 'demand': '企业内部IT技术支持 计算机/通信相关专业 售后支持/客户响应经验 售前支持/技术咨询经验'}","{'job_name': '计算机专员', 'job_salary': '3-5K', 'company_name': '和爱大药房', 'job_exp': '1-3年', 'job_address': '芜湖·鸠江区·东部星城', 'welfare': '团建聚餐，免费班车，工龄奖，年终奖，夜班补助，节假日加班费，全勤奖，交通补助，保底工资，餐补，加班补助，免费工装，高温补贴，员工旅游，住房补贴，五险一金，生日福利，宿舍有空调，绩效奖金', 'demand': '企业内部IT技术支持 计算机/通信相关专业 售后支持/客户响应经验 售前支持/技术咨询经验'}","{'job_name': '计算机专员', 'job_salary': '3-5K', 'company_name': '和爱大药房', 'job_exp': '1-3年', 'job_address': '芜湖·鸠江区·东部星城', 'welfare': '团建聚餐，免费班车，工龄奖，年终奖，夜班补助，节假日加班费，全勤奖，交通补助，保底工资，餐补，加班补助，免费工装，高温补贴，员工旅游，住房补贴，五险一金，生日福利，宿舍有空调，绩效奖金', 'demand': '企业内部IT技术支持 计算机/通信相关专业 售后支持/客户响应经验 售前支持/技术咨询经验'}","{'job_name': '计算机专员', 'job_salary': '3-5K', 'company_name': '和爱大药房', 'job_exp': '1-3年', 'job_address': '芜湖·鸠江区·东部星城', 'welfare': '团建聚餐，免费班车，工龄奖，年终奖，夜班补助，节假日加班费，全勤奖，交通补助，保底工资，餐补，加班补助，免费工装，高温补贴，员工旅游，住房补贴，五险一金，生日福利，宿舍有空调，绩效奖金', 'demand': '企业内部IT技术支持 计算机/通信相关专业 售后支持/客户响应经验 售前支持/技术咨询经验'}","{'job_name': '计算机专员', 'job_salary': '3-5K', 'company_name': '和爱大药房', 'job_exp': '1-3年', 'job_address': '芜湖·鸠江区·东部星城', 'welfare': '团建聚餐，免费班车，工龄奖，年终奖，夜班补助，节假日加班费，全勤奖，交通补助，保底工资，餐补，加班补助，免费工装，高温补贴，员工旅游，住房补贴，五险一金，生日福利，宿舍有空调，绩效奖金', 'demand': '企业内部IT技术支持 计算机/通信相关专业 售后支持/客户响应经验 售前支持/技术咨询经验'}","{'job_name': '计算机专员', 'job_salary': '3-5K', 'company_name': '和爱大药房', 'job_exp': '1-3年', 'job_address': '芜湖·鸠江区·东部星城', 'welfare': '团建聚餐，免费班车，工龄奖，年终奖，夜班补助，节假日加班费，全勤奖，交通补助，保底工资，餐补，加班补助，免费工装，高温补贴，员工旅游，住房补贴，五险一金，生日福利，宿舍有空调，绩效奖金', 'demand': '企业内部IT技术支持 计算机/通信相关专业 售后支持/客户响应经验 售前支持/技术咨询经验'}","{'job_name': '计算机专员', 'job_salary': '3-5K', 'company_name': '和爱大药房', 'job_exp': '1-3年', 'job_address': '芜湖·鸠江区·东部星城', 'welfare': '团建聚餐，免费班车，工龄奖，年终奖，夜班补助，节假日加班费，全勤奖，交通补助，保底工资，餐补，加班补助，免费工装，高温补贴，员工旅游，住房补贴，五险一金，生日福利，宿舍有空调，绩效奖金', 'demand': '企业内部IT技术支持 计算机/通信相关专业 售后支持/客户响应经验 售前支持/技术咨询经验'}"
"{'job_name': '计算机教师', 'job_salary': '4-5K', 'company_name': '荆门宏博', 'job_exp': '1-3年', 'job_address': '荆门·东宝区·中天街', 'welfare': '五险，年终奖，包吃，节日福利，员工旅游', 'demand': '教师资格证 计算机 设计'}","{'job_name': '计算机教师', 'job_salary': '4-5K', 'company_name': '荆门宏博', 'job_exp': '1-3年', 'job_address': '荆门·东宝区·中天街', 'welfare': '五险，年终奖，包吃，节日福利，员工旅游', 'demand': '教师资格证 计算机 设计'}","{'job_name': '计算机教师', 'job_salary': '4-5K', 'company_name': '荆门宏博', 'job_exp': '1-3年', 'job_address': '荆门·东宝区·中天街', 'welfare': '五险，年终奖，包吃，节日福利，员工旅游', 'demand': '教师资格证 计算机 设计'}","{'job_name': '计算机教师', 'job_salary': '4-5K', 'company_name': '荆门宏博', 'job_exp': '1-3年', 'job_address': '荆门·东宝区·中天街', 'welfare': '五险，年终奖，包吃，节日福利，员工旅游', 'demand': '教师资格证 计算机 设计'}","{'job_name': '计算机教师', 'job_salary': '4-5K', 'company_name': '荆门宏博', 'job_exp': '1-3年', 'job_address': '荆门·东宝区·中天街', 'welfare': '五险，年终奖，包吃，节日福利，员工旅游', 'demand': '教师资格证 计算机 设计'}","{'job_name': '计算机教师', 'job_salary': '4-5K', 'company_name': '荆门宏博', 'job_exp': '1-3年', 'job_address': '荆门·东宝区·中天街', 'welfare': '五险，年终奖，包吃，节日福利，员工旅游', 'demand': '教师资格证 计算机 设计'}","{'job_name': '计算机教师', 'job_salary': '4-5K', 'company_name': '荆门宏博', 'job_exp': '1-3年', 'job_address': '荆门·东宝区·中天街', 'welfare': '五险，年终奖，包吃，节日福利，员工旅游', 'demand': '教师资格证 计算机 设计'}","{'job_name': '计算机教师', 'job_salary': '4-5K', 'company_name': '荆门宏博', 'job_exp': '1-3年', 'job_address': '荆门·东宝区·中天街', 'welfare': '五险，年终奖，包吃，节日福利，员工旅游', 'demand': '教师资格证 计算机 设计'}","{'job_name': '计算机教师', 'job_salary': '4-5K', 'company_name': '荆门宏博', 'job_exp': '1-3年', 'job_address': '荆门·东宝区·中天街', 'welfare': '五险，年终奖，包吃，节日福利，员工旅游', 'demand': '教师资格证 计算机 设计'}"
"{'job_name': '计算机教员', 'job_salary': '5-8K', 'company_name': '博易科技', 'job_exp': '1-3年', 'job_address': '秦皇岛·山海关区·山海关', 'welfare': '定期体检，员工旅游，节日福利，通讯补贴，股票期权', 'demand': 'JavaScript CSS HTML'}","{'job_name': '计算机教员', 'job_salary': '5-8K', 'company_name': '博易科技', 'job_exp': '1-3年', 'job_address': '秦皇岛·山海关区·山海关', 'welfare': '定期体检，员工旅游，节日福利，通讯补贴，股票期权', 'demand': 'JavaScript CSS HTML'}","{'job_name': '计算机教员', 'job_salary': '5-8K', 'company_name': '博易科技', 'job_exp': '1-3年', 'job_address': '秦皇岛·山海关区·山海关', 'welfare': '定期体检，员工旅游，节日福利，通讯补贴，股票期权', 'demand': 'JavaScript CSS HTML'}","{'job_name': '计算机教员', 'job_salary': '5-8K', 'company_name': '博易科技', 'job_exp': '1-3年', 'job_address': '秦皇岛·山海关区·山海关', 'welfare': '定期体检，员工旅游，节日福利，通讯补贴，股票期权', 'demand': 'JavaScript CSS HTML'}","{'job_name': '计算机教员', 'job_salary': '5-8K', 'company_name': '博易科技', 'job_exp': '1-3年', 'job_address': '秦皇岛·山海关区·山海关', 'welfare': '定期体检，员工旅游，节日福利，通讯补贴，股票期权', 'demand': 'JavaScript CSS HTML'}","{'job_name': '计算机教员', 'job_salary': '5-8K', 'company_name': '博易科技', 'job_exp': '1-3年', 'job_address': '秦皇岛·山海关区·山海关', 'welfare': '定期体检，员工旅游，节日福利，通讯补贴，股票期权', 'demand': 'JavaScript CSS HTML'}","{'job_name': '计算机教员', 'job_salary': '5-8K', 'company_name': '博易科技', 'job_exp': '1-3年', 'job_address': '秦皇岛·山海关区·山海关', 'welfare': '定期体检，员工旅游，节日福利，通讯补贴，股票期权', 'demand': 'JavaScript CSS HTML'}","{'job_name': '计算机教员', 'job_salary': '5-8K', 'company_name': '博易科技', 'job_exp': '1-3年', 'job_address': '秦皇岛·山海关区·山海关', 'welfare': '定期体检，员工旅游，节日福利，通讯补贴，股票期权', 'demand': 'JavaScript CSS HTML'}","{'job_name': '计算机教员', 'job_salary': '5-8K', 'company_name': '博易科技', 'job_exp': '1-3年', 'job_address': '秦皇岛·山海关区·山海关', 'welfare': '定期体检，员工旅游，节日福利，通讯补贴，股票期权', 'demand': 'JavaScript CSS HTML'}","{'job_name': '计算机教员', 'job_salary': '5-8K', 'company_name': '博易科技', 'job_exp': '1-3年', 'job_address': '秦皇岛·山海关区·山海关', 'welfare': '定期体检，员工旅游，节日福利，通讯补贴，股票期权', 'demand': 'JavaScript CSS HTML'}"
